,name,album,artist,release_date,length,popularity_,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,days_since,liveness_speechiness_feat,danceability_speechiness_feat,length_speechiness_feat,instrumentalness_time_signature_feat,length_tempo_feat,Unnamed: 0,artist_id,popularity_meta,followers,popularity_sum,popularity_count,popularity_sum_album,popularity_count_album,artist_avg_pop_other,album_avg_pop_other,imputed_album_avg_pop_other
2469,Mirrors,"Cover Sessions, Vol. 3",Boyce Avenue,2015-04-28,292566,58,0.545,0.496,0.6579999999999999,0.0,0.105,-7.174,0.0474,76.971,4,2726,2.0,2.0,2.0,2.0,2.0,417.0,7CQwac16i1W5ej8YpuL3dv,69.0,3068233.0,685,11,186,3,62.7,64.0,0
2470,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,198937,99,0.621,0.0125,0.782,0.033,0.23,-5.547999999999999,0.044,128.033,4,100,2.0,2.0,2.0,2.0,2.0,131.0,716NhGYqD1jl2wI1Qkgq36,85.0,7839654.0,782,10,99,1,75.88888888888889,75.88888888888889,1
2471,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,2022-06-08,187500,86,0.82,0.0584,0.752,0.00417,0.628,-7.635,0.0648,127.999,4,128,2.0,2.0,2.0,2.0,2.0,131.0,716NhGYqD1jl2wI1Qkgq36,85.0,7839654.0,782,10,86,1,77.33333333333333,77.33333333333333,1
2472,"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,2021-12-29,160000,79,0.657,0.459,0.821,0.0,0.103,-3.06,0.32,96.561,4,289,2.0,2.0,2.0,2.0,2.0,131.0,716NhGYqD1jl2wI1Qkgq36,85.0,7839654.0,782,10,79,1,78.11111111111111,78.11111111111111,1
2473,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,2021-06-09,164895,80,0.7829999999999999,0.241,0.524,0.0,0.271,-6.455,0.0554,117.496,4,492,2.0,2.0,2.0,2.0,2.0,131.0,716NhGYqD1jl2wI1Qkgq36,85.0,7839654.0,782,10,80,1,78.0,78.0,1
2474,"L-Gante: Bzrp Music Sessions, Vol.38","L-Gante: Bzrp Music Sessions, Vol. 38",Bizarrap,2021-03-10,192347,76,0.5529999999999999,0.368,0.8190000000000001,1.36e-05,0.0915,-3.083,0.257,87.913,4,583,2.0,2.0,2.0,2.0,2.0,131.0,716NhGYqD1jl2wI1Qkgq36,85.0,7839654.0,782,10,76,1,78.44444444444444,78.44444444444444,1
2475,Malbec,Desde el Fin del Mundo,Duki,2021-04-22,175890,76,0.705,0.574,0.6920000000000001,0.0,0.13,-6.476,0.0357,122.991,4,540,2.0,2.0,2.0,2.0,2.0,353.0,1bAftSH8umNcGZ0uyV7LMg,84.0,7345707.0,459,6,76,1,76.6,76.6,1
2476,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,2020-11-27,171215,75,0.65,0.25,0.655,0.0,0.0691,-3.71,0.405,94.059,4,686,2.0,2.0,2.0,2.0,2.0,131.0,716NhGYqD1jl2wI1Qkgq36,85.0,7839654.0,782,10,75,1,78.55555555555556,78.55555555555556,1
2477,"Morad: Bzrp Music Sessions, Vol. 47","Morad: Bzrp Music Sessions, Vol. 47",Bizarrap,2021-12-08,177583,75,0.77,0.468,0.8590000000000001,0.00339,0.103,-4.526,0.0429,122.042,4,310,2.0,2.0,2.0,2.0,2.0,131.0,716NhGYqD1jl2wI1Qkgq36,85.0,7839654.0,782,10,75,1,78.55555555555556,78.55555555555556,1
2478,Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Tu No Vive Asi (feat. Mambo Kingz & DJ Luian),Arcangel,2016-09-30,264000,80,0.815,0.54,0.514,0.0,0.611,-9.446,0.361,120.054,4,2205,2.0,2.0,2.0,2.0,2.0,418.0,4SsVbpTthjScTS7U2hmr1X,81.0,9156664.0,425,6,80,1,69.0,69.0,1
2479,Infeliz,Historias de un Capricornio,Arcangel,2019-12-20,221103,74,0.713,0.366,0.7979999999999999,4.3e-06,0.246,-3.147,0.219,176.07299999999995,4,1029,2.0,2.0,2.0,2.0,2.0,418.0,4SsVbpTthjScTS7U2hmr1X,81.0,9156664.0,425,6,139,2,70.2,65.0,0
2480,Me Acostumbre (feat. Bad Bunny),Me Acostumbre (feat. Bad Bunny),Arcangel,2017-04-11,263288,72,0.8079999999999999,0.6409999999999999,0.586,0.0,0.14,-7.242000000000001,0.16899999999999998,124.041,4,2012,2.0,2.0,2.0,2.0,2.0,418.0,4SsVbpTthjScTS7U2hmr1X,81.0,9156664.0,425,6,72,1,70.6,70.6,1
2481,Pa' Que La Pases Bien,El Fenomeno,Arcangel,2008-12-08,214120,71,0.897,0.00758,0.755,0.000451,0.264,-5.684,0.14400000000000002,110.008,4,5058,2.0,2.0,2.0,2.0,2.0,418.0,4SsVbpTthjScTS7U2hmr1X,81.0,9156664.0,425,6,71,1,70.8,70.8,1
2482,Sigues Con El,Historias de un Capricornio,Arcangel,2019-12-20,226532,65,0.883,0.11,0.6679999999999999,0.000529,0.0734,-2.957,0.113,87.97200000000002,4,1029,2.0,2.0,2.0,2.0,2.0,418.0,4SsVbpTthjScTS7U2hmr1X,81.0,9156664.0,425,6,139,2,72.0,74.0,0
2484,P FKN R,YHLQMDLG,Bad Bunny,2020-02-29,258280,68,0.82,0.409,0.635,0.0,0.244,-5.749,0.0772,101.024,4,958,3.0,3.0,3.0,2.0,2.0,3.0,4q3ewBCX7sLwd24euuV69X,97.0,59468514.0,1794,21,153,2,86.3,85.0,0
2485,Tsunami (feat. Arcangel & De La Ghetto),The Love & Sex Tape,Maluma,2022-06-10,242603,67,0.679,0.133,0.693,2.41e-06,0.269,-4.757,0.141,179.94099999999997,4,126,2.0,2.0,2.0,2.0,2.0,94.0,1r4hJ1h58CWwUQe3MxPuau,83.0,32638105.0,677,9,213,3,76.25,73.0,0
2486,Hace Mucho Tiempo,"Sentimiento, Elegancia y Maldad",Arcangel,2013-11-19,171333,63,0.687,0.629,0.782,3.15e-05,0.106,-5.5710000000000015,0.07200000000000001,89.978,4,3251,2.0,2.0,2.0,2.0,2.0,418.0,4SsVbpTthjScTS7U2hmr1X,81.0,9156664.0,425,6,63,1,72.4,72.4,1
2488,Genie In a Bottle,Christina Aguilera (Expanded Edition),Christina Aguilera,1999-01-01,217573,73,0.633,0.209,0.8,0.000123,0.13699999999999998,-6.945,0.166,175.71599999999995,4,8687,2.0,2.0,2.0,2.0,2.0,421.0,1l7ZsJRRS8wlW3WfJfPfNS,76.0,7234952.0,482,7,139,2,68.16666666666667,66.0,0
2489,Beautiful,Stripped,Christina Aguilera,2002-07-19,238560,71,0.456,0.578,0.573,3.05e-06,0.114,-3.866,0.0275,76.19,4,7392,2.0,2.0,2.0,2.0,2.0,421.0,1l7ZsJRRS8wlW3WfJfPfNS,76.0,7234952.0,482,7,208,3,68.5,68.5,0
2490,Dirrty (feat. Redman),Stripped,Christina Aguilera,2002-07-19,298853,69,0.64,0.107,0.889,0.0,0.339,-3.073,0.322,99.931,4,7392,2.0,2.0,2.0,2.0,2.0,421.0,1l7ZsJRRS8wlW3WfJfPfNS,76.0,7234952.0,482,7,208,3,68.83333333333333,69.5,0
2491,Fighter,Stripped,Christina Aguilera,2002-07-19,245960,68,0.435,0.235,0.92,0.000353,0.552,-1.357,0.201,188.899,4,7392,2.0,2.0,2.0,2.0,2.0,421.0,1l7ZsJRRS8wlW3WfJfPfNS,76.0,7234952.0,482,7,208,3,69.0,70.0,0
2492,Candyman,Back To Basics,Christina Aguilera,2006-08-14,194213,68,0.6859999999999999,0.0125,0.789,0.0147,0.142,-4.713,0.23,172.976,4,5905,2.0,2.0,2.0,2.0,2.0,421.0,1l7ZsJRRS8wlW3WfJfPfNS,76.0,7234952.0,482,7,68,1,69.0,69.0,1
2493,Lady Marmalade - Single Edit,Lady Marmalade,Various Artists,2001-06-26,267960,65,0.754,0.0185,0.8109999999999999,5.18e-06,0.654,-3.679,0.0561,109.902,4,7780,3.0,3.0,3.0,2.0,2.0,114.0,1ZwdS5xdxEREPySFridCfh,79.0,13974503.0,2481,37,65,1,67.11111111111111,67.11111111111111,1
2494,Pero Me Acuerdo de Tí,Mi Reflejo,Christina Aguilera,2000-01-01,265733,67,0.679,0.546,0.474,0.00149,0.373,-6.323,0.0294,117.947,4,8322,2.0,2.0,2.0,2.0,2.0,421.0,1l7ZsJRRS8wlW3WfJfPfNS,76.0,7234952.0,482,7,67,1,69.16666666666667,69.16666666666667,1
2495,Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera (Expanded Edition),Christina Aguilera,1999-01-01,203333,66,0.8290000000000001,0.226,0.915,1.25e-05,0.246,-3.205,0.106,118.903,4,8687,2.0,2.0,2.0,2.0,2.0,421.0,1l7ZsJRRS8wlW3WfJfPfNS,76.0,7234952.0,482,7,139,2,69.33333333333333,73.0,0
2496,Pretty Little Fears (feat. J. Cole),East Atlanta Love Letter,6LACK,2018-09-14,240341,75,0.61,0.696,0.458,0.000103,0.0852,-11.336,0.36,192.099,4,1491,2.0,2.0,2.0,2.0,2.0,422.0,4IVAbR2w4JJNJDDRFP3E83,74.0,3779851.0,279,4,75,1,68.0,68.0,1
2497,PRBLMS,FREE 6LACK,6LACK,2016-11-18,246773,73,0.417,0.0307,0.58,1.45e-06,0.179,-4.574,0.207,68.58,5,2156,2.0,2.0,2.0,2.0,2.0,422.0,4IVAbR2w4JJNJDDRFP3E83,74.0,3779851.0,279,4,139,2,68.66666666666667,66.0,0
2498,l e t . g o . m y . h a n d (with Bas & 6LACK),The Off-Season,J. Cole,2021-05-14,266291,69,0.583,0.506,0.625,0.0,0.196,-8.011000000000001,0.277,89.81200000000003,4,518,2.0,2.0,2.0,2.0,2.0,73.0,6l3HvQ5sa6mXTsMTB19rO5,85.0,18392617.0,800,10,227,3,81.22222222222223,79.0,0
2499,Ex Calling,FREE 6LACK,6LACK,2016-11-18,211960,66,0.773,0.00561,0.564,1.99e-05,0.213,-7.241,0.249,155.976,4,2156,2.0,2.0,2.0,2.0,2.0,422.0,4IVAbR2w4JJNJDDRFP3E83,74.0,3779851.0,279,4,139,2,71.0,73.0,0
2503,Know My Rights (feat. Lil Baby),6pc Hot EP,6LACK,2020-06-26,194395,65,0.789,0.249,0.419,0.0257,0.123,-9.874,0.157,117.988,4,840,2.0,2.0,2.0,2.0,2.0,422.0,4IVAbR2w4JJNJDDRFP3E83,74.0,3779851.0,279,4,65,1,71.33333333333333,71.33333333333333,1
2504,Thinking with My Dick (feat. Juicy J),Stranger Than Fiction,Kevin Gates,2013-07-16,165314,72,0.77,0.0596,0.6990000000000001,1.65e-05,0.17,-6.59,0.199,81.003,4,3377,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,72,1,65.66666666666667,65.66666666666667,1
2505,Really Really,Islah (Deluxe),Kevin Gates,2016-01-29,232093,70,0.762,0.00427,0.6659999999999999,0.0,0.127,-6.055,0.0916,118.97,4,2450,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,268,4,65.88888888888889,66.0,0
2506,2 Phones,Islah (Deluxe),Kevin Gates,2016-01-29,240000,69,0.895,0.157,0.6809999999999999,0.0,0.189,-5.267,0.358,121.918,4,2450,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,268,4,66.0,66.33333333333333,0
2507,Me Too,Luca Brasi 3,Kevin Gates,2018-09-28,202300,66,0.726,0.152,0.605,0.0,0.642,-5.002,0.29600000000000004,139.233,4,1477,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,66,1,66.33333333333333,66.33333333333333,1
2508,Big Gangsta,Big Gangsta,Kevin Gates,2021-03-26,243462,66,0.879,0.519,0.574,8.76e-06,0.14400000000000002,-5.602,0.391,144.911,4,567,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,66,1,66.33333333333333,66.33333333333333,1
2509,I Don't Get Tired (#IDGT) (feat. August Alsina),Luca Brasi 2: Gangsta Grillz,Kevin Gates,2014-12-15,209707,65,0.4920000000000001,0.0524,0.698,0.0,0.428,-5.606,0.171,139.953,4,2860,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,65,1,66.44444444444444,66.44444444444444,1
2510,Hard For,Islah (Deluxe),Kevin Gates,2016-01-29,247600,65,0.716,0.0401,0.485,0.0,0.277,-8.241,0.237,148.141,4,2450,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,268,4,66.44444444444444,67.66666666666667,0
2511,Time for That,Islah (Deluxe),Kevin Gates,2016-01-29,208440,64,0.823,0.0465,0.617,0.0,0.11,-8.21,0.248,110.007,4,2450,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,268,4,66.55555555555556,68.0,0
2512,Power,Power,Kevin Gates,2020-11-19,192412,63,0.46,0.136,0.622,2.88e-05,0.13,-6.884,0.112,124.672,4,694,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,63,1,66.66666666666667,66.66666666666667,1
2513,Walls Talking,I'm Him,Kevin Gates,2019-09-27,173419,63,0.8,0.0384,0.695,0.0,0.115,-5.516,0.248,155.02,4,1113,2.0,2.0,2.0,2.0,2.0,426.0,1gPhS1zisyXr5dHTYZyiMe,73.0,5453925.0,663,10,63,1,66.66666666666667,66.66666666666667,1
2514,Sucker,Happiness Begins,Jonas Brothers,2019-06-07,181026,81,0.8420000000000001,0.0427,0.7340000000000001,0.0,0.106,-5.065,0.0588,137.958,4,1225,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,220,3,68.75,69.5,0
2515,What A Man Gotta Do,What A Man Gotta Do,Jonas Brothers,2020-01-17,180644,74,0.852,0.00839,0.698,1.03e-06,0.0773,-7.206,0.0629,113.039,4,1001,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,74,1,69.625,69.625,1
2516,Only Human,Happiness Begins,Jonas Brothers,2019-06-07,183000,74,0.795,0.108,0.496,0.0,0.0645,-5.882999999999999,0.0722,94.01,4,1225,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,220,3,69.625,73.0,0
2517,Burnin' Up,A Little Bit Longer,Jonas Brothers,2008-08-12,175093,71,0.667,0.0296,0.954,0.0,0.331,-3.462,0.0817,114.03,4,5176,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,71,1,70.0,70.0,1
2518,Who's In Your Head,Who's In Your Head,Jonas Brothers,2021-09-17,183536,68,0.7040000000000001,0.00447,0.778,0.0,0.0731,-5.331,0.0971,101.025,4,392,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,68,1,70.375,70.375,1
2519,Remember This,Remember This,Jonas Brothers,2021-06-19,178221,67,0.669,0.217,0.629,0.0,0.366,-5.018,0.0803,110.865,4,482,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,67,1,70.5,70.5,1
2520,Year 3000,Music From Chasing Happiness,Jonas Brothers,2019-05-09,201960,66,0.659,0.0045,0.857,1.93e-06,0.335,-5.85,0.0437,106.965,4,1254,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,66,1,70.625,70.625,1
2521,X (with KAROL G),XV,Jonas Brothers,2020-05-15,185277,65,0.715,0.0485,0.8270000000000001,3.61e-05,0.321,-5.09,0.0617,117.977,4,882,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,65,1,70.75,70.75,1
2522,Cool,Happiness Begins,Jonas Brothers,2019-06-07,167106,65,0.6829999999999999,0.00873,0.598,0.0,0.156,-5.487,0.0423,78.969,4,1225,1.0,3.0,2.0,2.0,2.0,427.0,7gOdHgIoIKoe4i9Tta6qdD,75.0,6609314.0,631,9,220,3,70.75,77.5,0
2523,Complicated,Let Go,Avril Lavigne,2002-06-04,244506,80,0.585,0.0572,0.7759999999999999,7.74e-06,0.3,-5.898,0.0459,77.987,4,7437,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,231,3,72.44444444444444,75.5,0
2524,Sk8er Boi,Let Go,Avril Lavigne,2002-06-04,204000,78,0.487,6.790000000000001e-05,0.9,0.0,0.358,-4.417,0.0482,149.937,4,7437,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,231,3,72.66666666666667,76.5,0
2525,Girlfriend,The Best Damn Thing (Expanded Edition),Avril Lavigne,2007-04-17,216600,76,0.56,0.000722,0.959,0.000221,0.209,-2.4330000000000003,0.102,163.983,4,5659,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,146,2,72.88888888888889,70.0,0
2526,What the Hell,Goodbye Lullaby (Expanded Edition),Avril Lavigne,2011-03-08,220706,75,0.578,0.00472,0.926,0.0127,0.14,-3.689,0.0548,149.976,4,4238,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,143,2,73.0,68.0,0
2527,I'm with You,Let Go,Avril Lavigne,2002-06-04,223066,73,0.457,0.08,0.406,0.0,0.117,-7.4620000000000015,0.0291,151.95,3,7437,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,231,3,73.22222222222223,79.0,0
2528,My Happy Ending,Under My Skin,Avril Lavigne,2004-01-01,242413,71,0.414,0.00136,0.936,0.0,0.369,-2.407,0.0758,170.229,4,6861,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,71,1,73.44444444444444,73.44444444444444,1
2529,Bite Me,Love Sux,Avril Lavigne,2022-02-25,159746,71,0.491,0.00381,0.792,0.0,0.359,-4.382,0.0699,169.997,4,231,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,71,1,73.44444444444444,73.44444444444444,1
2530,When You're Gone,The Best Damn Thing (Expanded Edition),Avril Lavigne,2007-04-17,240493,70,0.457,0.191,0.7190000000000001,0.0,0.228,-3.921,0.0323,142.034,4,5659,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,146,2,73.55555555555556,76.0,0
2531,Here's to Never Growing Up,Avril Lavigne (Expanded Edition),Avril Lavigne,2013-11-01,214320,70,0.482,0.0111,0.873,0.0,0.409,-3.145,0.0853,165.084,4,3269,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,70,1,73.55555555555556,73.55555555555556,1
2532,Wish You Were Here,Goodbye Lullaby (Expanded Edition),Avril Lavigne,2011-03-08,225760,68,0.454,0.0323,0.865,0.0,0.18600000000000005,-3.841,0.0561,166.018,4,4238,1.0,2.0,2.0,2.0,2.0,428.0,0p4nmQO2msCgU4IF37Wi3j,75.0,9302109.0,732,10,143,2,73.77777777777777,75.0,0
2533,Somewhere Only We Know (feat. Darren Criss),Glee: The Music presents The Warblers,Glee Cast,2011-04-19,184653,65,0.494,0.433,0.556,0.0,0.0969,-6.348,0.0257,85.986,4,4196,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,65,1,52.55555555555556,52.55555555555556,1
2534,Valerie - Glee Cast Version,"Glee: The Music, Volume 4",Glee Cast,2010-11-26,213413,60,0.6509999999999999,0.0030800000000000003,0.889,0.0,0.417,-5.2360000000000015,0.0694,107.009,4,4340,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,60,1,53.111111111111114,53.111111111111114,1
2535,Don't Stop Believin' (Glee Cast Version) - Cover of Journey,Glee LGBTQIA+ Pride,Glee Cast,2022-07-15,230200,48,0.473,0.0383,0.619,0.0,0.189,-3.823,0.0336,123.857,4,91,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,187,4,54.44444444444444,46.333333333333336,0
2536,Bust Your Windows - Cover of Jazmine Sullivan,Glee LGBTQIA+ Pride,Glee Cast,2022-07-15,260133,45,0.409,0.606,0.774,1.63e-06,0.0821,-4.716,0.122,110.033,4,91,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,187,4,54.77777777777778,47.333333333333336,0
2537,Stereo Hearts (Glee Cast Version),Glee Love Songs,Glee Cast,2021-02-11,211800,58,0.62,0.0168,0.698,0.0,0.153,-4.38,0.0449,90.059,4,610,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,58,1,53.333333333333336,53.333333333333336,1
2538,If I Die Young (Glee Cast Version),Glee LGBTQIA+ Pride,Glee Cast,2022-07-15,221773,45,0.718,0.831,0.382,0.0,0.0986,-7.782,0.036000000000000004,130.835,4,91,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,187,4,54.77777777777778,47.333333333333336,0
2539,Footloose (Glee Cast Version),"Glee: The Music, The Complete Season Four",Glee Cast,2014-01-14,227400,57,0.5770000000000001,0.0193,0.96,9.56e-06,0.0498,-3.811,0.0636,173.988,4,3195,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,57,1,53.44444444444444,53.44444444444444,1
2540,Total Eclipse Of The Heart (Glee Cast Version) (feat. Jonathan Groff),"Glee: The Music, Volume 3 Showstoppers",Glee Cast,2010-05-18,264493,56,0.513,0.195,0.662,0.0,0.101,-6.058,0.0293,134.128,4,4532,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,56,1,53.55555555555556,53.55555555555556,1
2541,Hopelessly Devoted To You (Glee Cast Version),Glee: The Music presents Glease,Glee Cast,2012-11-06,181906,55,0.61,0.247,0.53,0.0,0.35,-7.1320000000000014,0.0253,110.778,3,3629,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,55,1,53.666666666666664,53.666666666666664,1
2542,Smooth Criminal (Glee Cast Version) (feat. 2CELLOS),Glee LGBTQIA+ Pride,Glee Cast,2022-07-15,213693,49,0.753,0.645,0.8109999999999999,0.000766,0.238,-6.127999999999999,0.0441,135.043,4,91,2.0,2.0,2.0,2.0,2.0,429.0,0SCbttzoZTnLFebDYmAWCm,71.0,1490339.0,538,10,187,4,54.333333333333336,46.0,0
2543,Can You Feel My Heart,Sempiternal (Expanded Edition),Bring Me The Horizon,2013-04-01,228146,81,0.15,0.00201,0.8590000000000001,0.194,0.387,-2.827,0.0595,170.52700000000004,5,3483,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,219,3,71.375,69.0,0
2544,sTraNgeRs,sTraNgeRs,Bring Me The Horizon,2022-07-06,195747,75,0.34600000000000003,0.000231,0.939,0.0,0.433,-3.0610000000000004,0.182,183.147,3,100,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,75,1,72.125,72.125,1
2545,Throne,That's The Spirit,Bring Me The Horizon,2015-09-11,191520,74,0.426,0.000455,0.888,0.0,0.306,-3.72,0.0987,144.111,4,2590,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,215,3,72.25,70.5,0
2546,Kingslayer (feat. BABYMETAL),POST HUMAN: SURVIVAL HORROR,Bring Me The Horizon,2020-10-30,220041,73,0.434,0.000207,0.929,0.00109,0.0916,-2.749,0.147,92.541,4,714,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,73,1,72.375,72.375,1
2547,Drown,That's The Spirit,Bring Me The Horizon,2015-09-11,222093,72,0.405,0.000102,0.94,2.79e-05,0.7190000000000001,-3.103,0.0844,143.126,4,2590,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,215,3,72.5,71.5,0
2548,Sleepwalking,Sempiternal (Expanded Edition),Bring Me The Horizon,2013-04-01,230093,70,0.4,0.000187,0.959,4.21e-06,0.231,-3.258,0.103,149.062,4,3483,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,219,3,72.75,74.5,0
2549,DiE4u,DiE4u,Bring Me The Horizon,2021-09-16,207141,70,0.355,0.00234,0.919,0.000313,0.262,-3.771,0.35600000000000004,159.922,4,393,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,70,1,72.75,72.75,1
2550,Follow You,That's The Spirit,Bring Me The Horizon,2015-09-11,231106,69,0.54,0.0765,0.6609999999999999,0.0,0.125,-5.534,0.0381,90.012,4,2590,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,215,3,72.875,73.0,0
2551,Shadow Moses,Sempiternal (Expanded Edition),Bring Me The Horizon,2013-04-01,243320,68,0.456,0.000235,0.985,0.00368,0.103,-2.949,0.207,143.006,4,3483,2.0,2.0,2.0,2.0,2.0,430.0,1Ffb6ejR6Fe5IamqA5oRUF,76.0,4516058.0,652,9,219,3,73.0,75.5,0
2552,Don't,T R A P S O U L,Bryson Tiller,2015-10-02,198293,82,0.765,0.223,0.35600000000000004,0.0,0.0963,-5.556,0.195,96.991,4,2569,3.0,3.0,3.0,2.0,2.0,431.0,2EMAnMvWE2eb56ToJVfCWs,78.0,6189082.0,454,6,237,3,74.4,77.5,0
2553,Exchange,T R A P S O U L,Bryson Tiller,2015-10-02,194613,79,0.525,0.107,0.433,0.0,0.135,-10.598,0.185,160.108,4,2569,3.0,3.0,3.0,2.0,2.0,431.0,2EMAnMvWE2eb56ToJVfCWs,78.0,6189082.0,454,6,237,3,75.0,79.0,0
2554,Playing Games (with Bryson Tiller) - Extended Version,Over It,Summer Walker,2019-10-04,143226,78,0.726,0.603,0.408,0.0,0.225,-6.606,0.0614,115.918,4,1106,2.0,2.0,2.0,2.0,2.0,220.0,57LYzLEk2LcFghVwuWbcuS,79.0,4293226.0,749,10,219,3,74.55555555555556,70.5,0
