name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,track_id,genres
Dance Ka Bhoot,Brahmastra (Original Motion Picture Soundtrack),Pritam,2022-10-06,245735,53,0.632,0.0503,0.929,0.0,0.271,-5.297,0.128,136.008,4,5OcGETO7eEKjKme4gm0r7y,"['filmi', 'indian instrumental', 'modern bollywood']"
Shayad,Love Aaj Kal (Original Motion Picture Soundtrack),Pritam,2020-02-14,247941,74,0.483,0.784,0.468,0.0,0.152,-7.642,0.0341,135.875,4,1smFN2CLqGROu0J0UyvDfL,"['filmi', 'indian instrumental', 'modern bollywood']"
"Agar Tum Saath Ho (From ""Tamasha"")",Love Forever With Arijit Singh,Arijit Singh,2017-06-07,341054,72,0.562,0.557,0.519,0.000268,0.172,-8.744,0.0326,122.925,4,2FCXQHugkoHE1K3tiDu8pu,"['desi pop', 'filmi', 'modern bollywood']"
Kalank (Title Track),Kalank (Original Motion Picture Soundtrack),Pritam,2019-04-14,311186,74,0.57,0.524,0.55,3.73e-05,0.0921,-8.343,0.035,117.999,4,6vo7Y1iWyZvpjvFbf6BiZ5,"['filmi', 'indian instrumental', 'modern bollywood']"
"Mere Yaaraa (From ""Sooryavanshi"")","Mere Yaaraa (From ""Sooryavanshi"")",Arijit Singh,2021-10-27,285163,73,0.324,0.713,0.539,3.15e-05,0.118,-8.076,0.038,120.526,4,0tpwqQhdfJXRcUDSNRjb9O,"['desi pop', 'filmi', 'modern bollywood']"
A Little Bit Off,F8,Five Finger Death Punch,2020-02-28,190718,73,0.664,0.00839,0.828,0.0,0.294,-6.053,0.0404,103.985,4,6GqqGv8frU7kqzXkm2rewI,"['alternative metal', 'groove metal', 'nu metal']"
Bad Company,War Is the Answer,Five Finger Death Punch,2009-09-22,262440,70,0.558,0.000595,0.886,9.91e-05,0.0904,-4.196,0.0482,114.041,4,7uIF6RDrW2PwvvYEMkanr8,"['alternative metal', 'groove metal', 'nu metal']"
The End,AfterLife,Five Finger Death Punch,2022-08-19,223199,68,0.499,0.00106,0.914,0.0,0.13,-4.748,0.0566,80.049,4,6hbAVcAB0mQVXMPubZnwuL,"['alternative metal', 'groove metal', 'nu metal']"
Jekyll and Hyde,Got Your Six (Deluxe),Five Finger Death Punch,2015-09-04,206903,68,0.544,0.00058,0.96,1.99e-05,0.0531,-4.681,0.106,154.966,4,5MjkeHk6I0JA0q13eqtnJP,"['alternative metal', 'groove metal', 'nu metal']"
Welcome To The Circus,AfterLife,Five Finger Death Punch,2022-08-19,256741,67,0.489,7.62e-05,0.987,0.0,0.788,-4.57,0.0806,139.982,4,1linrfCmITmQHs4enAxTUY,"['alternative metal', 'groove metal', 'nu metal']"
Wrong Side of Heaven,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1 (Deluxe Edition)",Five Finger Death Punch,2013-07-30,271000,67,0.482,0.00685,0.926,0.0,0.288,-5.123,0.0666,150.014,4,0gMTjqQCHmQpCqmmeCy2wP,"['alternative metal', 'groove metal', 'nu metal']"
Times Like These,AfterLife,Five Finger Death Punch,2022-08-19,209976,67,0.437,0.0102,0.935,0.0,0.135,-4.278,0.0675,73.722,4,6bo13cPb5M0B6LhQEl0A3E,"['alternative metal', 'groove metal', 'nu metal']"
Judgment Day,AfterLife,Five Finger Death Punch,2022-08-19,292804,66,0.528,0.000418,0.929,0.0,0.258,-4.874,0.073,148.089,4,28pN19lOLb7o6CZlCAcflX,"['alternative metal', 'groove metal', 'nu metal']"
Wash It All Away,Got Your Six (Deluxe),Five Finger Death Punch,2015-09-04,225705,64,0.486,2.26e-05,0.984,0.0,0.28,-3.619,0.0717,123.64,4,05QquCUFrpkKTHz5Sy09nc,"['alternative metal', 'groove metal', 'nu metal']"
AfterLife,AfterLife,Five Finger Death Punch,2022-08-19,243560,66,0.472,0.000655,0.989,4.87e-06,0.341,-4.214,0.0597,93.985,4,7zAt4tdL44D3VuzsvM0N8n,"['alternative metal', 'groove metal', 'nu metal']"
Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06,238805,89,0.761,0.44,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,4,02MWAaffLxlfxAUY7c5dvx,"['gauze pop', 'indietronica', 'shiver pop']"
Heat Waves - Slowed,Heat Waves (Expansion Pack),Glass Animals,2021-03-21,262248,75,0.633,0.649,0.55,0.000363,0.147,-9.965,0.0924,147.099,4,1K2RnVhm3eauKnA8PAcPu1,"['gauze pop', 'indietronica', 'shiver pop']"
The Other Side Of Paradise,How To Be A Human Being,Glass Animals,2016-08-26,320654,73,0.689,0.349,0.338,5.7e-05,0.0649,-7.634,0.0629,128.012,4,0rRjGruFonCGOt0S5zAJNQ,"['gauze pop', 'indietronica', 'shiver pop']"
Gooey,ZABA,Glass Animals,2014-06-03,289306,71,0.487,0.736,0.369,3.75e-05,0.0925,-13.424,0.0406,183.114,4,1gk3FhAV07q9Jg77UxnVjX,"['gauze pop', 'indietronica', 'shiver pop']"
Take A Slice,How To Be A Human Being,Glass Animals,2016-08-26,229717,70,0.623,0.0212,0.661,0.000229,0.267,-7.0,0.1,151.97,4,37adYGaYaAWTGhBaOzX4Fh,"['gauze pop', 'indietronica', 'shiver pop']"
Heat Waves (with iann dior),Dreamland (+ Bonus Levels),Glass Animals,2021-09-09,175301,69,0.655,0.476,0.716,0.0,0.479,-5.077,0.0897,80.813,4,7vZqwaSk4sVcDyZbMcxS8N,"['gauze pop', 'indietronica', 'shiver pop']"
I Don't Wanna Talk (I Just Wanna Dance),Dreamland (+ Bonus Levels),Glass Animals,2021-09-09,195190,68,0.703,0.0156,0.624,5.53e-05,0.299,-6.228,0.0364,131.966,4,2xXPVOKw75Ouju8Qu4SdIA,"['gauze pop', 'indietronica', 'shiver pop']"
Youth,How To Be A Human Being,Glass Animals,2016-08-26,230693,68,0.648,0.129,0.718,0.00156,0.112,-7.765,0.0298,96.017,4,1cOyWWUr3oXJIxY0AjJEx9,"['gauze pop', 'indietronica', 'shiver pop']"
Life Itself,How To Be A Human Being,Glass Animals,2016-08-26,281406,65,0.699,0.0147,0.67,0.22,0.356,-6.219,0.0347,111.988,4,32zkKx35Et6A515oZKxDkD,"['gauze pop', 'indietronica', 'shiver pop']"
Pork Soda,How To Be A Human Being,Glass Animals,2016-08-26,253831,64,0.698,0.121,0.664,0.00131,0.331,-7.828,0.0778,96.001,4,5C5gvDZsl6d8bh89URfKHr,"['gauze pop', 'indietronica', 'shiver pop']"
Te Vi,Te Vi,Piso 21,2018-12-14,231848,77,0.877,0.0446,0.777,3.46e-05,0.0863,-4.246,0.117,102.02,4,059bcIhyc2SBwm6sw2AZzd,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Déjala Que Vuelva (feat. Manuel Turizo),Ubuntu,Piso 21,2018-05-11,220116,75,0.681,0.0482,0.788,0.0,0.0753,-4.323,0.0785,170.019,4,1j6xOGusnyXq3l6IryKF3G,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Tan Bonita,El Amor En Los Tiempos Del Perreo,Piso 21,2021-03-18,211998,74,0.82,0.175,0.804,0.00215,0.064,-7.226,0.0528,110.982,4,6mm3K0yWp6uzfOMuipM9Zh,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
CXO (A Quién No Le Gusta),CXO (A Quién No Le Gusta),Lenny Tavárez,2022-09-01,236156,74,0.737,0.0119,0.733,3.79e-05,0.076,-3.589,0.0708,176.055,4,5Oticg4aAjACVhbzqe6KDY,"['reggaeton', 'reggaeton flow', 'trap argentino', 'trap latino']"
Que Triste,777,Piso 21,2022-10-13,226339,43,0.724,0.508,0.588,0.0,0.342,-5.342,0.131,144.977,3,0smvBTED0Px0rqPf3tobpt,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Puntos Suspensivos,Ubuntu,Piso 21,2018-05-11,186315,72,0.823,0.175,0.731,0.0,0.131,-3.399,0.103,152.024,4,04cd1MHVq1D8v1nuTZoCdv,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Pa' Olvidarme De Ella,El Amor En Los Tiempos Del Perreo,Piso 21,2021-03-18,227233,71,0.728,0.259,0.542,0.0,0.136,-5.195,0.0514,90.016,3,1cVlW9WQiGlFdWUXFdFZGh,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
Me llamas (feat. Maluma) - Remix,Me Llamas (feat. Maluma) [Remix],Piso 21,2016-12-02,210322,71,0.76,0.547,0.838,1.3e-06,0.0664,-3.828,0.0529,93.05,4,5hEM0JchdVzQ5PwvSfITeX,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
DÁKITI,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,205090,81,0.731,0.401,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,4,47EiUVwUp4C9fGccaPuUCS,"['reggaeton', 'trap latino']"
No Me Conoce - Remix,Famouz Reloaded,Jhay Cortez,2020-01-24,309120,42,0.804,0.145,0.786,0.0,0.0928,-3.837,0.0734,91.992,4,4R8BJggjosTswLxtkw8V7P,"['reggaeton', 'reggaeton flow', 'trap latino']"
Fiel,Los Legendarios 001,Los Legendarios,2021-02-04,261665,76,0.849,0.407,0.701,0.0,0.112,-4.407,0.06,98.005,4,7Bk0uXKk1uPT0XuQbpFzvs,"['reggaeton', 'reggaeton flow', 'trap latino']"
Fiel - Remix,Fiel (Remix),Wisin,2021-06-15,349546,72,0.839,0.398,0.711,2.02e-06,0.118,-4.733,0.0473,97.99,4,43qcs9NpJhDxtG91zxFkj7,"['electro latino', 'latin hip hop', 'reggaeton', 'trap latino']"
Súbelo,Las Leyendas Nunca Mueren,Anuel AA,2021-11-26,239797,68,0.625,0.17,0.754,3.76e-05,0.109,-4.158,0.076,89.888,4,3xv8JksRyqHa1lwkM9xvJf,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino']"
Llueve,La Última Misión,Wisin & Yandel,2022-09-30,250014,58,0.779,0.156,0.683,1.03e-05,0.0654,-4.467,0.109,83.977,4,5yDAnr9USNQTP6ojiWBCvv,"['electro latino', 'latin hip hop', 'reggaeton', 'trap latino']"
Emojis de Corazones (feat. Los Legendarios),"Multimillo, Vol. 1",Wisin,2022-07-01,303426,55,0.823,0.067,0.687,0.000135,0.286,-4.715,0.0561,98.016,4,5Mw46yRtdiOdjqSG0eDItr,"['electro latino', 'latin hip hop', 'reggaeton', 'trap latino']"
Subiendo De Nivel - Remix,Famouz Reloaded,Jhay Cortez,2020-01-24,249253,62,0.681,0.419,0.622,0.0,0.104,-5.921,0.119,163.051,4,2kvGoSGHWI0uvjJlooy1AQ,"['reggaeton', 'reggaeton flow', 'trap latino']"
Hall of Fame (feat. will.i.am),#3,The Script,2012-09-10,202533,70,0.421,0.0654,0.873,0.0,0.123,-4.343,0.0564,84.786,4,1X1DWw2pcNZ8zSub3uhlNz,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
Superheroes,No Sound Without Silence,The Script,2014-09-15,245466,75,0.49,0.00218,0.885,0.0,0.0741,-4.121,0.0396,166.996,4,37sINbJZcFdHFAsVNsPq1i,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
Breakeven,The Script,The Script,2008-07-14,261426,75,0.63,0.144,0.696,0.0,0.0835,-4.501,0.0242,94.034,4,285hMzLhJwHVLe9QT9qilk,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
The Man Who Can't Be Moved,The Script,The Script,2008-07-14,241373,75,0.605,0.437,0.629,0.0,0.097,-5.051,0.0279,99.894,4,3nqqDo8CcCLke3ZoTgiOKf,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
For the First Time,Science & Faith,The Script,2011-01-18,252853,63,0.396,0.0328,0.629,0.0,0.183,-4.78,0.0287,173.794,4,2R4AlwtrrkMaRKojcTIzmL,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
The Man Who Can't Be Moved - Acoustic,Acoustic Sessions,The Script,2018-04-18,228506,65,0.357,0.881,0.394,0.0,0.113,-7.901,0.0402,205.416,4,5zmFKotNwxzx2QHWpxLuTg,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
Dare You To Doubt Me,Dare You To Doubt Me,The Script,2022-09-02,191730,64,0.664,0.0307,0.889,0.0,0.167,-3.442,0.0509,160.046,4,10RUyNnakybrdAhIm65Lkx,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
If You Could See Me Now,#3,The Script,2012-09-10,219546,47,0.602,0.00569,0.758,0.0,0.145,-6.864,0.0399,100.017,4,53BeSVY0mpmucCIr0pDkPp,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
"Never Seen Anything ""Quite Like You"" - Acoustic",Acoustic Sessions,The Script,2018-04-18,228146,63,0.444,0.799,0.398,0.0,0.114,-8.01,0.03,79.874,3,018Idkvf82hi44UZmIXiGB,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
Rain,Freedom Child,The Script,2017-09-01,209346,63,0.689,0.241,0.586,0.0,0.356,-7.61,0.107,93.02,4,3L1JHXiqNOJ57w3n2R3HyU,"['celtic rock', 'neo mellow', 'pop', 'pop rock']"
Deep Down (feat. Never Dull),Deep Down (feat. Never Dull),Alok,2022-06-17,165752,84,0.687,0.0112,0.818,0.0,0.248,-4.221,0.0778,125.952,4,7MIhUdNJtaOnDmC5nBC1fb,"['electro house', 'pop nacional', 'slap house']"
Piece Of Your Heart - Alok Remix,Piece Of Your Heart (Alok Remix),MEDUZA,2019-06-07,166451,76,0.797,0.0312,0.86,0.0137,0.334,-4.38,0.0413,124.033,4,6iW38RGqdDGOofmz2HeXLW,"['edm', 'electro house', 'pop', 'pop dance', 'pop house', 'tropical house']"
Hear Me Now,Hear Me Now (feat. Zeeba),Alok,2016-10-21,194840,76,0.778,0.546,0.463,0.00289,0.0731,-7.603,0.0389,121.999,4,39cmB3ZoTOLwOTq7tMNqKa,"['electro house', 'pop nacional', 'slap house']"
Astronaut In The Ocean - Alok Remix,Astronaut In The Ocean (Alok Remix),Masked Wolf,2021-04-30,128371,73,0.53,0.154,0.82,2.71e-06,0.14,-4.936,0.0438,171.933,4,1yX6sh2TkrT5hsXodo7aS6,"['australian hip hop', 'viral rap']"
Headlights (feat. KIDDO),Headlights (feat. KIDDO),Alok,2022-02-18,158400,71,0.626,0.00998,0.754,0.00404,0.157,-6.217,0.0269,100.015,4,7BhmwvCdQZNwuQXSHw5TzP,"['electro house', 'pop nacional', 'slap house']"
Liberdade (Quando o Grave Bate Forte),Liberdade (Quando o Grave Bate Forte),Alok,2020-12-18,150461,68,0.81,0.0254,0.789,1.85e-06,0.104,-4.032,0.0498,129.988,4,2QLbRVzixE282JSQjBz2DG,"['electro house', 'pop nacional', 'slap house']"
Numb - Alok Remix,Numb (Alok Remix),Marshmello,2022-08-12,172913,68,0.639,0.00632,0.965,0.148,0.364,-5.21,0.0435,127.027,4,7nwEab6Y4LXbKUZDNofOag,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
I Wanna Dance with Somebody (Who Loves Me),Whitney,Whitney Houston,1987-06-02,291293,82,0.709,0.207,0.824,0.000307,0.0888,-8.824,0.0453,118.818,4,2tUBqZG2AbRi7Q0BIrVrEj,"['dance pop', 'pop', 'urban contemporary']"
I Will Always Love You,The Bodyguard - Original Soundtrack Album,Whitney Houston,1992-11-17,271093,78,0.332,0.845,0.214,5.62e-06,0.0839,-12.518,0.0349,67.531,4,4eHbdreAnSOrDDsFfc4Fpm,"['dance pop', 'pop', 'urban contemporary']"
I Have Nothing,The Bodyguard - Original Soundtrack Album,Whitney Houston,1992-11-17,289160,75,0.541,0.576,0.401,0.0,0.164,-10.499,0.0365,152.943,3,31er9IGsfFbwqy1pH4aiTP,"['dance pop', 'pop', 'urban contemporary']"
How Will I Know,Whitney Houston,Whitney Houston,1985-02-14,275533,71,0.832,0.201,0.544,0.000139,0.632,-12.697,0.0442,119.49,4,79wbJeLkXOlJh4AzaWCWfL,"['dance pop', 'pop', 'urban contemporary']"
Greatest Love of All,Whitney Houston,Whitney Houston,1985-02-14,291400,69,0.502,0.484,0.305,3.55e-06,0.117,-16.011,0.0339,131.242,4,6yJxCltgtmGxIgKOS6ndnu,"['dance pop', 'pop', 'urban contemporary']"
My Love Is Your Love,My Love Is Your Love,Whitney Houston,1998-11-17,261573,69,0.77,0.0561,0.475,4.72e-06,0.0607,-9.512,0.159,82.511,4,1ckU1EhAO0Nr73QYw24SWJ,"['dance pop', 'pop', 'urban contemporary']"
Saving All My Love for You,Whitney Houston,Whitney Houston,1985-02-14,238466,68,0.636,0.593,0.264,4.22e-05,0.275,-14.567,0.0263,99.304,3,1lx8ddGT5wCD6W2xmLeRKG,"['dance pop', 'pop', 'urban contemporary']"
When You Believe - from The Prince of Egypt,My Love Is Your Love,Whitney Houston,1998-11-17,272893,67,0.436,0.554,0.391,0.0,0.12,-9.62,0.0326,125.354,4,0JN7vUgUolHGHFrOR8xk7S,"['dance pop', 'pop', 'urban contemporary']"
How You Remind Me,Silver Side Up,Nickelback,2001-09-11,223840,80,0.446,0.00135,0.764,0.0,0.099,-5.042,0.033,172.094,4,0gmbgwZ8iqyMPmXefof8Yf,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
She Keeps Me Up,No Fixed Address,Nickelback,2014-11-17,237666,74,0.766,0.0107,0.725,8.23e-05,0.0237,-4.991,0.0369,100.008,4,6I0ivNW5YryeC3GQn56NAy,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Far Away,All the Right Reasons,Nickelback,2005-09-26,238173,73,0.518,0.000681,0.797,0.0,0.107,-5.153,0.0309,132.918,4,0ADZ5dmXhlfzjMw6lefoPl,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Burn It to the Ground,Dark Horse,Nickelback,2008-10-28,212346,73,0.617,0.000247,0.922,0.388,0.363,-3.474,0.0744,132.059,4,1jq28NGw6wdtFKx8MBPy6C,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
San Quentin,San Quentin,Nickelback,2022-09-07,211457,71,0.671,0.000145,0.934,1.81e-05,0.104,-4.496,0.0486,124.005,4,0nErfLIYBOb0DHE2jqAe6k,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Someday,The Long Road,Nickelback,2003-09-23,207466,71,0.455,0.000616,0.858,0.000247,0.226,-5.659,0.0391,163.118,4,7hm4HTk9encxT0LYC0J6oI,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Rockstar,All the Right Reasons (Special Edition),Nickelback,2005-09-26,252040,70,0.616,0.0459,0.91,0.0,0.343,-3.004,0.0386,144.072,4,0e7ipj03S05BNilyu5bRzt,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Savin' Me,All the Right Reasons,Nickelback,2005-09-26,219320,70,0.441,0.000731,0.815,0.0,0.414,-4.088,0.0276,164.007,4,4Gd9PUEuOTOJtbgd4YxLXM,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Photograph,All the Right Reasons,Nickelback,2005-09-26,258920,70,0.515,0.000932,0.876,0.000166,0.136,-3.756,0.0292,145.916,4,1nmeUmSMNLoLDwDXtcezmD,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
If Today Was Your Last Day,Dark Horse,Nickelback,2008-10-28,249066,69,0.485,8.67e-05,0.911,0.0,0.092,-5.749,0.0355,89.956,4,4QJLKU75Rg4558f4LbDBRi,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']"
Beat the Odds,Beat the Odds,Lil Tjay,2022-08-26,150000,82,0.498,0.054,0.625,0.0,0.175,-7.452,0.342,84.821,4,2BJWxD8xKrDv8vneTvTIm9,"['brooklyn drill', 'melodic rap', 'nyc rap']"
Calling My Phone,Destined 2 Win,Lil Tjay,2021-04-02,205458,82,0.907,0.451,0.393,1.35e-06,0.135,-7.636,0.0539,104.949,4,3J8EOeKLTLXORtWPpOU5bE,"['brooklyn drill', 'melodic rap', 'nyc rap']"
In My Head,In My Head,Lil Tjay,2022-04-01,135264,80,0.684,0.159,0.545,0.0,0.102,-6.885,0.121,143.049,4,2RJAKIw6nIkgZVsAIKhmqz,"['brooklyn drill', 'melodic rap', 'nyc rap']"
Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,Lil Tjay,2021-04-02,232048,79,0.88,0.415,0.575,0.0,0.109,-6.091,0.163,120.031,4,1dg3qy5DjoJodawfOCgrTP,"['brooklyn drill', 'melodic rap', 'nyc rap']"
F.N,True 2 Myself,Lil Tjay,2019-10-11,224000,79,0.567,0.354,0.515,0.0,0.078,-10.265,0.247,120.1,1,0RLLvYBopDwooCyvnTwgYu,"['brooklyn drill', 'melodic rap', 'nyc rap']"
Sex Sounds,True 2 Myself,Lil Tjay,2019-10-11,162453,77,0.857,0.281,0.427,0.0,0.108,-8.638,0.112,130.033,4,5JtvedSVWW9McnoEAPJwQm,"['brooklyn drill', 'melodic rap', 'nyc rap']"
Leaked,True 2 Myself,Lil Tjay,2019-10-11,220240,71,0.51,0.801,0.619,0.0,0.0811,-7.918,0.281,97.018,4,0W64NfLrIsRTAFObko6uJx,"['brooklyn drill', 'melodic rap', 'nyc rap']"
Not In The Mood (feat. Fivio Foreign & Kay Flock),Not In The Mood (feat. Fivio Foreign & Kay Flock),Lil Tjay,2021-10-22,150475,70,0.545,0.0951,0.82,0.0,0.29,-4.489,0.275,141.908,4,25GyyK9CyZRiDCsPY51fIT,"['brooklyn drill', 'melodic rap', 'nyc rap']"
Holy (feat. Chance The Rapper),Justice,Justin Bieber,2021-03-19,212093,72,0.67,0.2,0.693,0.0,0.0909,-8.34,0.35,87.017,4,5u1n1kITHCxxp8twBcZxWy,"['canadian pop', 'pop']"
Cocoa Butter Kisses,Acid Rap,Chance the Rapper,2013-04-30,307187,70,0.679,0.0518,0.645,0.0,0.145,-7.777,0.222,125.795,4,0aMHIW1lqrulVCx0LLlr6a,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
No Problem (feat. Lil Wayne & 2 Chainz),Coloring Book,Chance the Rapper,2016-05-27,304606,69,0.652,0.156,0.795,0.0,0.123,-5.192,0.174,135.018,4,0v9Wz8o0BT8DU38R4ddjeH,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
The Highs & The Lows,The Highs & The Lows,Chance the Rapper,2022-06-17,255609,66,0.539,0.288,0.714,0.0,0.174,-4.543,0.455,81.709,4,7DKJP7ksSaJn4YyBkcBDii,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
All Night (feat. Knox Fortune),Coloring Book,Chance the Rapper,2016-05-27,141542,65,0.704,0.0358,0.777,0.0,0.151,-5.729,0.195,111.921,4,60xaS8mYBKUW4VQQ666N0T,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
Cross Me (feat. Chance the Rapper & PnB Rock),No.6 Collaborations Project,Ed Sheeran,2019-07-12,206186,63,0.746,0.212,0.787,0.0,0.0669,-6.373,0.12,95.005,4,543bCW2ruMPmxUBWirQ3MR,"['pop', 'uk pop']"
Favorite Song,Acid Rap,Chance the Rapper,2013-04-30,185062,64,0.725,0.0321,0.601,0.0,0.0504,-9.03,0.377,155.918,4,1sFstGV1Z3Aw5TDFCiT7vK,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
Juke Jam (feat. Justin Bieber & Towkio),Coloring Book,Chance the Rapper,2016-05-27,219683,64,0.505,0.716,0.397,0.0,0.0853,-9.349,0.324,95.063,1,3eze1OsZ1rqeXkKStNfTmi,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
Wraith,Wraith,Chance the Rapper,2022-05-17,147692,63,0.957,0.162,0.528,1.3e-06,0.615,-6.025,0.128,130.001,4,4GSyA0YDBON0qD8fvqmPan,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
Hot Shower,The Big Day,Chance the Rapper,2019-07-26,225923,63,0.899,0.00157,0.509,0.0,0.0573,-8.04,0.387,150.001,4,00ko9WaS4jOX1kEk3gvHjf,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
Country Girl (Shake It For Me),Tailgates & Tanlines,Luke Bryan,2011-01-01,225560,78,0.645,0.0293,0.904,0.0,0.0834,-4.532,0.0462,105.97,4,0JbSghVDghtFEurrSO8JrC,"['contemporary country', 'country', 'country road']"
Play It Again,Crash My Party,Luke Bryan,2013-01-01,226866,76,0.506,0.0916,0.886,0.0,0.0734,-3.225,0.0655,143.935,4,03fT3OHB9KyMtGMt2zwqCT,"['contemporary country', 'country', 'country road']"
That's My Kind Of Night,Crash My Party,Luke Bryan,2013-01-01,190186,73,0.661,0.0571,0.751,0.0,0.105,-2.909,0.0481,109.995,4,5HGibWoxnkYSkl6mHmAlOE,"['contemporary country', 'country', 'country road']"
Country On,Country On,Luke Bryan,2022-07-01,236455,73,0.52,0.171,0.751,7.4e-06,0.0624,-5.064,0.0551,156.044,4,1tRxwf8Q0AcshfHuaD86Yt,"['contemporary country', 'country', 'country road']"
Kiss Tomorrow Goodbye,Tailgates & Tanlines,Luke Bryan,2011-01-01,203133,73,0.571,0.0064,0.937,0.0,0.316,-3.467,0.0365,115.013,4,3loYYWdPlLiUCq1jiSPfT6,"['contemporary country', 'country', 'country road']"
I Don't Want This Night To End,Tailgates & Tanlines,Luke Bryan,2011-01-01,219973,71,0.616,0.0275,0.728,0.0,0.228,-4.02,0.0278,111.934,4,7c1KTn1z8Gw8ouYdcF4qaG,"['contemporary country', 'country', 'country road']"
Rain Is A Good Thing,Doin' My Thing,Luke Bryan,2009-01-01,176160,70,0.622,0.105,0.932,2.37e-06,0.328,-4.66,0.0498,108.051,4,1YhFtqwcN138S6ng3MT1nN,"['contemporary country', 'country', 'country road']"
"Huntin', Fishin' And Lovin' Every Day",Kill The Lights (Deluxe),Luke Bryan,2015-08-07,278613,67,0.543,0.14,0.81,1.23e-05,0.145,-4.275,0.0368,76.978,4,0dbzWSYpMcRtwjI1S7Pkql,"['contemporary country', 'country', 'country road']"
Knockin' Boots,Born Here Live Here Die Here,Luke Bryan,2020-08-07,200066,65,0.728,0.127,0.682,0.0,0.337,-3.749,0.218,131.901,4,6ERR6e7h6wCqGoz1TjiUJb,"['contemporary country', 'country', 'country road']"
"Sunrise, Sunburn, Sunset",What Makes You Country,Luke Bryan,2017-12-08,216093,67,0.471,0.193,0.897,0.0,0.196,-2.27,0.0597,159.958,4,53yTYusPQJ1AApL1hi0Dnc,"['contemporary country', 'country', 'country road']"
Dancing In the Dark,Born In The U.S.A.,Bruce Springsteen,1984-06-04,241306,79,0.527,0.0115,0.942,0.0,0.188,-5.64,0.0366,148.723,4,7FwBtcecmlpc1sLySPXeGE,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
I'm On Fire,Born In The U.S.A.,Bruce Springsteen,1984-06-04,155880,75,0.62,0.589,0.446,0.0299,0.0727,-14.451,0.0347,88.591,4,3PzsbWSQdLCKDLxn7YZfkM,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
Born in the U.S.A.,Born In The U.S.A.,Bruce Springsteen,1984-06-04,278680,75,0.398,0.000373,0.952,7.75e-05,0.1,-6.042,0.061,122.093,4,0dOg1ySSI7NkpAe89Zo0b9,"['classic rock', 'heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']"
